7.226828453611647163e+00,6.000000000000000000e+00,4.000000000000000000e+00,3.218410453603281240e+01,4.413346778149260530e+01,2.400000000000000000e+01,4.394840931295493647e+01,3.759006695190855396e+01,3.203302843616930318e+01,4.942704684101217083e+01,1.058939225664717654e+01,4.040757401378284186e+01,4.923800698319556091e+01,2.398510634533884556e+01,4.326339108807420786e+00,1.397177552790706478e+01,3.900000000000000000e+01,4.000000000000000000e+01,3.282461524254339480e+01,3.612536215707187637e+01
8.604059557695581617e+00,6.000000000000000000e+00,4.000000000000000000e+00,3.322260501046364567e+01,4.324725893779203290e+01,2.400000000000000000e+01,4.340101651768689095e+01,3.653528539736755931e+01,3.099057124573516120e+01,4.677670448946617654e+01,8.673603363478692430e+00,4.110303929092540898e+01,4.846935186365304560e+01,2.135836590688254688e+01,5.125539072779429439e+00,1.563872442305431321e+01,3.900000000000000000e+01,4.000000000000000000e+01,3.511787167180429492e+01,3.518147096280036834e+01
1.014522671598266079e+01,6.000000000000000000e+00,4.000000000000000000e+00,3.429346416857675450e+01,4.524206710907004947e+01,2.400000000000000000e+01,4.752453206048438972e+01,3.629563257260794273e+01,3.238006319823463031e+01,4.661676838118909671e+01,8.299705828827173448e+00,4.134527362759106239e+01,4.633745102651165126e+01,2.451142304797118499e+01,4.693058485281179415e+00,1.674614347336623865e+01,3.900000000000000000e+01,4.000000000000000000e+01,3.490399016880462568e+01,3.758717411862163260e+01
8.446825497029083252e+00,6.000000000000000000e+00,4.000000000000000000e+00,3.345796444738676456e+01,4.154090331621161880e+01,2.400000000000000000e+01,4.532916502872624420e+01,3.225344290333519126e+01,3.013867578803827740e+01,4.742772923767402204e+01,8.831882804567429801e+00,4.009848987565603551e+01,4.837831848057575712e+01,2.313870178744166495e+01,4.303047876297322105e+00,1.543869457454792560e+01,3.900000000000000000e+01,4.000000000000000000e+01,3.640575729578264941e+01,3.570370459431896393e+01
6.282036610411041444e+00,6.000000000000000000e+00,4.000000000000000000e+00,3.117626789708006285e+01,4.198024072339828194e+01,2.400000000000000000e+01,4.646846964435187033e+01,3.481005832275893397e+01,3.137078325510844223e+01,4.683173111076622774e+01,8.575325774872442963e+00,4.093837594492512721e+01,4.973148978882473870e+01,2.241245985286790443e+01,4.168887079093121173e+00,1.621939214866867474e+01,3.900000000000000000e+01,4.000000000000000000e+01,3.463452531127285994e+01,3.622265165229210737e+01
8.046663691770135074e+00,6.000000000000000000e+00,4.000000000000000000e+00,3.497887808149818767e+01,4.496692928213843032e+01,2.400000000000000000e+01,4.388536094748985761e+01,3.300246257193082045e+01,2.987454476471203080e+01,4.791748784322020782e+01,7.891534173896817883e+00,3.823510186847925496e+01,4.958731138537014971e+01,2.483951421461846820e+01,3.687458104163943151e+00,1.374635082921654217e+01,3.900000000000000000e+01,4.000000000000000000e+01,3.536644717288499606e+01,3.619323339221408986e+01
1.140673449689819563e+02,1.083350962542379818e+02,1.435434354089480564e+02,1.404180736451830569e+02,1.317593515414197327e+02,1.101094372244589152e+02,1.490314704926503850e+02,1.234029392441027824e+02,1.050000000000000000e+02,1.130000000000000000e+02,1.060000000000000000e+02,1.026200360200625710e+02,1.440000000000000000e+02,1.460000000000000000e+02,1.065995855065618230e+02,1.329633301215552308e+02,1.370000000000000000e+02,1.190406012278556318e+02,1.378912846310152815e+02,9.932618160496386395e+01
1.117501811893247918e+02,1.086137577912327288e+02,1.440314977285881355e+02,1.425570694655838793e+02,1.337412624605949247e+02,1.075372129574511746e+02,1.472041301718624311e+02,1.232320533108154734e+02,1.050000000000000000e+02,1.130000000000000000e+02,1.060000000000000000e+02,1.022562515250278210e+02,1.440000000000000000e+02,1.460000000000000000e+02,1.055799378244819593e+02,1.329958719627734354e+02,1.370000000000000000e+02,1.195343678579846198e+02,1.401176367966625378e+02,9.943960499989357515e+01
1.136096584970432701e+02,1.105677236139195401e+02,1.440490245764039798e+02,1.425736279169942122e+02,1.319783054491078929e+02,1.088586893008146319e+02,1.466011400419506288e+02,1.245421165987526564e+02,1.050000000000000000e+02,1.130000000000000000e+02,1.060000000000000000e+02,1.037667680105253964e+02,1.440000000000000000e+02,1.460000000000000000e+02,1.069465967345165041e+02,1.327980732835696074e+02,1.370000000000000000e+02,1.187702645569911795e+02,1.363432324770242872e+02,9.902246800497260892e+01
2.034000000000000057e+02,2.049786366951487935e+02,2.008000000000000114e+02,2.028643481389553642e+02,2.033000000000000114e+02,2.010999999999999943e+02,2.013000000000000114e+02,2.040502696629217212e+02,2.027376768536700808e+02,2.006629127140147943e+02,2.044646077983986743e+02,1.986486967365633802e+02,2.034000000000000057e+02,2.020999999999999943e+02,2.018762490554906321e+02,2.016051909563745710e+02,2.035000000000000000e+02,2.025999999999999943e+02,2.025999999999999943e+02,1.992463902373168025e+02
